Pure sea water absorption and scattering. Based on:
250-550 nm: Mason et al. 2016. Appl. Optics 55(25), 7163-7172.
555-725 nm: R.M. Pope and E.S. Fry, 1997. Appl. Optics 36(33), 8710-8723.
725-800 nm: R.C. Smith and K. Baker, 1981. Appl. Optics 20(2), 177-184.
800-2000nm: D. Segelstein, 1981. "The Complex Refrac. Index of Water", M.S. Thesis, U. Missouri
Measured absorption data were spline fit and resampled to 5 nm resolution.
Scattering coefs were computed from A. Morel, 1974. "Optical Aspects Oceanogr.," Chap 1 (L&WEq. 3.31)
https://figshare.com/articles/dataset/Pure_sea_water_absorption_and_scattering/12815750/2
wavelength    a            b        
  (nm)      (1/m)        (1/m)
750	2.47	0.00050154
755	2.5098	0.00048735
760	2.55	0.00047365
765	2.5472	0.00046042
770	2.51	0.00044764
775	2.446	0.0004353
780	2.36	0.00042337
785	2.2549	0.00041184
790	2.16	0.0004007
795	2.1042	0.00038993
800	2.07	0.00037951
805	2.0494	0.00036943
810	2.0916	0.00035968
815	2.2463	0.00035024
820	2.4669	0.00034111
825	2.819	0.00033227
830	3.0975	0.00032371
835	3.3423	0.00031542
840	3.7098	0.00030738
845	3.9835	0.0002996
850	4.3758	0.00029206
855	4.6308	0.00028476
860	4.9393	0.00027767
865	5.1535	0.00027081
870	5.3659	0.00026415
875	5.6114	0.00025769
880	5.8288	0.00025142
885	6.0074	0.00024534
890	6.2567	0.00023944
895	6.4708	0.00023372
900	6.8198	0.00022816
905	7.1028	0.00022276
910	7.897	0.00021753
915	9.4786	0.00021244
920	11.171	0.00020749
925	14.658	0.00020269
930	19.27	0.00019803
935	23.414	0.00019349
940	29.309	0.00018908
945	34.684	0.0001848
950	38.304	0.00018064
955	41.981	0.00017659
960	44.081	0.00017265
965	44.89	0.00016881
970	45.31	0.00016509
975	44.852	0.00016146
980	43.71	0.00015793
985	42.409	0.0001545
990	41.418	0.00015116
995	39.679	0.0001479
1000	37.697	0.00014473
1005	35.354	0.00014165
1010	33.172	0.00013865
1015	31.161	0.00013572
1020	29.28	0.00013287
1025	26.888	0.00013009
1030	24.575	0.00012739
1035	22.381	0.00012475
1040	20.383	0.00012218
1045	18.52	0.00011968
1050	16.91	0.00011723
1055	16.084	0.00011485
1060	15.364	0.00011253
1065	15.049	0.00011026
1070	14.859	0.00010806
1075	15.202	0.0001059
1080	15.666	0.0001038
1085	16.563	0.00010175
1090	17.526	9.9748E-05
1095	18.617	9.7795E-05
1100	19.859	9.5889E-05
1105	21.56	9.4029E-05
1110	23.544	9.2213E-05
1115	26.554	9.044E-05
1120	30.159	8.8708E-05
1125	36.17	8.7018E-05
1130	43.384	8.5367E-05
1135	53.152	8.3754E-05
1140	65.06	8.2178E-05
1145	80.012	8.0639E-05
1150	98.335	7.9136E-05
1155	108.9	7.7663E-05
1160	116.4	7.6227E-05
1165	118.44	7.4824E-05
1170	120.44	7.3452E-05
1175	121.94	7.2112E-05
1180	123.44	7.0801E-05
1185	124	6.9519E-05
1190	124.49	6.8266E-05
1195	125.09	6.7041E-05
1200	125.57	6.5842E-05
1205	124.63	6.467E-05
1210	123.7	6.3524E-05
1215	122.51	6.2402E-05
1220	121.27	6.1305E-05
1225	119.91	6.0231E-05
1230	118.58	5.918E-05
1235	116.85	5.8152E-05
1240	115	5.7146E-05
1245	112.83	5.6161E-05
1250	110.7	5.5197E-05
1255	109	5.4253E-05
1260	107.73	5.333E-05
1265	107.79	5.2425E-05
1270	107.84	5.1539E-05
1275	109.87	5.0672E-05
1280	112.26	4.9822E-05
1285	115.16	4.899E-05
1290	118.13	4.8175E-05
1295	125.56	4.7376E-05
1300	134.94	4.6594E-05
1305	146.66	4.5828E-05
1310	158.84	4.5077E-05
1315	168.66	4.4341E-05
1320	179.05	4.362E-05
1325	193.65	4.2914E-05
1330	210.78	4.2221E-05
1335	237.79	4.1542E-05
1340	270.23	4.0877E-05
1345	325.21	4.0224E-05
1350	379.96	3.9585E-05
1355	395.33	3.8957E-05
1360	411.27	3.8342E-05
1365	456.61	3.7739E-05
1370	519.75	3.7148E-05
1375	602.79	3.6568E-05
1380	701.66	3.5999E-05
1385	820.07	3.5441E-05
1390	958.3	3.4893E-05
1395	1156.5	3.4356E-05
1400	1402.7	3.3829E-05
1405	1815.4	3.3312E-05
1410	2301.1	3.2805E-05
1415	2579.2	3.2307E-05
1420	2856	3.1819E-05
1425	2997.2	3.1339E-05
1430	3118.1	3.0869E-05
1435	3147.3	3.0407E-05
1440	3167.8	2.9953E-05
1445	3160.5	2.9508E-05
1450	3148.8	2.9071E-05
1455	3123.6	2.8642E-05
1460	3079.1	2.822E-05
1465	2975.5	2.7807E-05
1470	2859.4	2.74E-05
1475	2693.2	2.7001E-05
1480	2534.6	2.661E-05
1485	2375.3	2.6225E-05
1490	2221	2.5847E-05
1495	2039.9	2.5475E-05
1500	1875.8	2.511E-05
1505	1749.2	2.4752E-05
1510	1631.5	2.44E-05
1515	1536.5	2.4054E-05
1520	1447.5	2.3714E-05
1525	1384.9	2.338E-05
1530	1327.5	2.3052E-05
1535	1261.6	2.2729E-05
1540	1196.3	2.2412E-05
1545	1136.5	2.21E-05
1550	1082.9	2.1794E-05
1555	1038.2	2.1493E-05
1560	995.45	2.1197E-05
1565	954.54	2.0906E-05
1570	915.44	2.062E-05
1575	885.67	2.0338E-05
1580	857.59	2.0062E-05
1585	816.67	1.979E-05
1590	779.08	1.9522E-05
1595	755.41	1.9259E-05
1600	732.54	1.9001E-05
1605	710.62	1.8746E-05
1610	689.43	1.8496E-05
1615	669.65	1.825E-05
1620	650.59	1.8008E-05
1625	635.51	1.777E-05
1630	623.25	1.7535E-05
1635	614.72	1.7305E-05
1640	606.34	1.7078E-05
1645	589.78	1.6855E-05
1650	575.76	1.6636E-05
1655	567.56	1.642E-05
1660	560.02	1.6207E-05
1665	558.57	1.5998E-05
1670	557.12	1.5792E-05
1675	558.95	1.5589E-05
1680	561.46	1.539E-05
1685	563.2	1.5193E-05
1690	564.94	1.5E-05
1695	569.71	1.481E-05
1700	575.76	1.4623E-05
1705	583.62	1.4438E-05
1710	591.57	1.4257E-05
1715	600.81	1.4078E-05
1720	610.17	1.3902E-05
1725	626.44	1.3729E-05
1730	647.2	1.3558E-05
1735	663.45	1.339E-05
1740	680.05	1.3225E-05
1745	698.77	1.3062E-05
1750	718.65	1.2902E-05
1755	731.46	1.2744E-05
1760	744.45	1.2588E-05
1765	766.29	1.2435E-05
1770	794.68	1.2284E-05
1775	834.06	1.2135E-05
1780	870.9	1.1988E-05
1785	900.01	1.1844E-05
1790	930.01	1.1702E-05
1795	942.03	1.1561E-05
1800	949.64	1.1423E-05
1805	950.38	1.1287E-05
1810	951.12	1.1153E-05
1815	951.96	1.1021E-05
1820	953.57	1.0891E-05
1825	966.76	1.0762E-05
1830	987.2	1.0636E-05
1835	1020	1.0511E-05
1840	1053.7	1.0389E-05
1845	1156.3	1.0267E-05
1850	1302.5	1.0148E-05
1855	1606.8	1.003E-05
1860	1981	9.9145E-06
1865	2544.4	9.8002E-06
1870	3365.3	9.6875E-06
1875	4112.3	9.5764E-06
1880	4924.8	9.4669E-06
1885	5651.9	9.3589E-06
1890	6351.2	9.2524E-06
1895	6917	9.1474E-06
1900	7531.5	9.0438E-06
1905	9018	8.9417E-06
1910	11051	8.8411E-06
1915	11569	8.7418E-06
1920	12019	8.6438E-06
1925	12218	8.5473E-06
1930	12421	8.452E-06
1935	12454	8.3581E-06
1940	12374	8.2654E-06
1945	12151	8.174E-06
1950	11892	8.0839E-06
1955	11385	7.9949E-06
1960	10859	7.9072E-06
1965	10232	7.8206E-06
1970	9724.8	7.7352E-06
1975	9352.9	7.651E-06
1980	8996.1	7.5679E-06
1985	8495.5	7.4859E-06
1990	7960.8	7.405E-06
1995	7418.7	7.3251E-06
2000	6909.8	7.2463E-06
-1 -1 -1
